question,source_type,has_numeric,has_category,has_datetime,has_text,intent,answer_depth,operation,best_chart,chart_required,needs_numeric,needs_category,needs_datetime,needs_text
Compare bonus across departments,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show cart value by customer,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which region has the highest response time?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which audience has the highest clicks?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Summarize the dataset with charts and insights,csv,true,true,true,false,summary_analysis,deep_analysis,full_dataset_analysis,multi_chart_dashboard,true,true,true,true,false
Break down speed by location,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Does this dataset have duplicate entries?,csv,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
What is the maximum expense?,parquet,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Compare grade by student,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show sales by customer,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank diagnosiss by total patient count,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the maximum cart value?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
who sold the most,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are there missing values?,parquet,true,true,true,false,data_quality,data_quality_answer,null_check,table,false,false,false,false,false
Show distribution of patient count,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Top 10 hospitals by treatment cost,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
List all columns,json,true,true,true,true,schema_question,direct_answer,list_columns,table,false,false,false,false,false
What is the maximum discount?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
What is the total length of stay?,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Which ad group has the highest conversion rate?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Top 10 countrys by orders,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which machine performed best?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which sales person performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
How has response time changed over time?,json,true,true,true,true,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Which channel performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Group sensor value by device,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare patient count by doctor,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Top 10 vendors by income,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down sensor value by location,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top machines by speed,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the lowest latency value?,json,true,true,true,true,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Show histogram of attendance,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Detect unusual temperature values,parquet,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Forecast future cart value,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Which manager performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the average sales?,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Find outliers in request count,json,true,true,true,true,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Which region has the highest loss?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank genders by total treatment cost,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the overall speed?,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show range of sentiment score values,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Rank zones by total temperature,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down revenue by campaign,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Top 10 machines by sensor value,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare cart value by customer,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Plot revenue by month,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show distribution of quantity,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Group performance score by job role,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank locations by total speed,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Top 10 regions by income,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare conversion rate across regions,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Check duplicates,csv,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Calculate average revenue,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
What is the mean response time?,json,true,true,true,true,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Which category has the highest income?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show review score by category,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which region performed best?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Find outliers in loss,parquet,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Show bonus by gender,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
How has pressure changed over time?,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Are there invalid values?,excel,true,true,true,false,data_quality,data_quality_answer,data_quality_summary,table,false,false,false,false,false
How many records are in this dataset?,csv,true,true,true,false,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Which region has the highest review score?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show distribution of performance score,excel,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
What is the distribution of orders?,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare revenue across audiences,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which gender performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare conversion rate by region,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which region performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down attrition rate by location,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which sales person has the highest profit?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show grade by student,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down age by gender,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Summarize the dataset with charts and insights,csv,true,true,true,false,summary_analysis,deep_analysis,full_dataset_analysis,multi_chart_dashboard,true,true,true,true,false
What is the maximum pressure?,parquet,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Show monthly profit trend,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Detect unusual age values,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
What columns are available?,excel,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
What fields are present?,csv,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Show total patient count,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show total conversion rate,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
